,Age,Gender,Country,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence
401,32,Male,United States of America,0,No,1,,6-25,Sometimes,1.0,Yes,Yes,No,No,Yes,Very easy,Maybe,No,No,Yes,No,No,Yes,No
402,37,male,United Kingdom,0,Yes,1,,100-500,Always,1.0,No,No,No,No,I don't know,Somewhat easy,Maybe,Maybe,Yes,Yes,Maybe,Maybe,I don't know,No
403,31,Female,United States of America,1,Yes,1,26-50%,,Always,,,,,,,,,,,,Maybe,Yes,,
404,31,Male,United States of America,0,Yes,1,,26-100,Always,1.0,I don't know,No,Yes,No,I don't know,Very easy,Yes,Maybe,Maybe,Maybe,No,Maybe,Yes,No
405,26,male,Colombia,0,I don't know,0,,26-100,Always,0.0,No,I am not sure,No,No,I don't know,Very easy,Maybe,No,Maybe,Maybe,No,Maybe,I don't know,No
406,30,Male,United States of America,1,I don't know,0,26-50%,,Sometimes,,,,,,,,,,,,Maybe,Maybe,,
407,36,m,United States of America,0,Yes,1,,100-500,Sometimes,1.0,Yes,Yes,No,I don't know,I don't know,I don't know,Maybe,No,Maybe,Yes,No,No,No,No
408,38,Male,United States of America,0,Yes,1,,100-500,Always,1.0,Yes,No,No,No,I don't know,I don't know,Maybe,No,No,No,No,No,I don't know,No
409,24,Male,United States of America,0,No,1,,26-100,Sometimes,1.0,Yes,Yes,No,No,I don't know,Somewhat easy,No,No,Yes,Maybe,No,No,I don't know,No
410,26,male,United States of America,0,I don't know,0,,100-500,Sometimes,1.0,I don't know,No,No,I don't know,I don't know,Somewhat difficult,Maybe,Maybe,No,Maybe,No,Maybe,I don't know,No
411,37,Male,United States of America,0,Yes,1,,More than 1000,Never,1.0,Yes,I am not sure,Yes,I don't know,I don't know,I don't know,Maybe,No,Maybe,Yes,No,Maybe,I don't know,No
412,27,Female,United Kingdom,0,Yes,1,,26-100,Never,1.0,I don't know,I am not sure,No,No,I don't know,Neither easy nor difficult,No,No,Maybe,Maybe,No,Maybe,No,Yes
413,32,Male,Switzerland,1,No,1,,,Always,,,,,,,,,,,,No,Maybe,,
414,32,Male,Netherlands,0,No,1,,26-100,Never,1.0,Yes,I am not sure,Yes,I don't know,Yes,Very easy,No,No,Yes,Yes,Maybe,Yes,Yes,No
415,30,Male,Netherlands,0,I don't know,1,,6-25,Never,0.0,Yes,I am not sure,No,Yes,No,Neither easy nor difficult,No,No,Yes,Yes,Maybe,Maybe,Yes,No
416,26,Female,Germany,0,No,1,,26-100,Always,1.0,No,No,Yes,No,I don't know,Very difficult,No,No,Yes,Yes,No,Yes,Yes,No
417,27,Female,United Kingdom,1,Yes,1,1-25%,,Never,,,,,,,,,,,,No,Maybe,,
418,27,Male,Netherlands,1,I don't know,1,,,Always,,,,,,,,,,,,No,No,,
419,29,Male,Colombia,0,Yes,1,,26-100,Always,1.0,Not eligible for coverage / N/A,No,No,No,I don't know,I don't know,No,No,Maybe,Yes,Maybe,Yes,I don't know,No
420,26,nb masculine,Germany,0,Yes,1,,26-100,Never,1.0,Yes,Yes,Yes,Yes,I don't know,I don't know,Maybe,Maybe,Yes,Maybe,Maybe,Maybe,I don't know,No
421,23,Female,United States of America,0,No,0,,100-500,Never,1.0,Yes,I am not sure,No,No,I don't know,Somewhat difficult,No,No,Maybe,Maybe,No,No,No,No
422,30,Male,United States of America,0,Yes,1,,100-500,Sometimes,1.0,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Yes,Yes,Yes,Yes,Yes,No
423,40,M,United States of America,0,Yes,0,,More than 1000,Sometimes,0.0,Yes,No,I don't know,Yes,I don't know,Somewhat difficult,Maybe,Maybe,No,No,No,No,No,No
424,46,male,United States of America,0,I don't know,1,,100-500,Sometimes,1.0,I don't know,I am not sure,No,I don't know,I don't know,Very difficult,Maybe,Maybe,No,No,No,No,I don't know,No
425,26,Male,United States of America,0,No,0,,26-100,Sometimes,1.0,I don't know,I am not sure,No,I don't know,I don't know,I don't know,No,No,Yes,Yes,Maybe,Maybe,I don't know,No
426,30,m,United States of America,0,I don't know,0,,More than 1000,Sometimes,1.0,Yes,Yes,Yes,Yes,Yes,I don't know,Maybe,No,No,No,No,Yes,I don't know,No
427,27,f,United States of America,0,No,0,,100-500,Always,1.0,No,No,No,No,I don't know,I don't know,Yes,Maybe,No,No,No,No,I don't know,No
428,35,male,United States of America,1,Yes,1,1-25%,,Always,,,,,,,,,,,,Maybe,Maybe,,
429,26,Cisgender Female,United States of America,0,Yes,1,,26-100,Sometimes,1.0,Yes,Yes,No,Yes,I don't know,Neither easy nor difficult,Maybe,No,Maybe,No,No,Maybe,No,No
430,35,Male,Australia,0,Yes,0,,100-500,Always,1.0,I don't know,No,I don't know,I don't know,I don't know,Somewhat easy,No,No,Yes,Yes,Maybe,Maybe,I don't know,No
431,29,Male,Netherlands,0,Yes,1,,26-100,Never,0.0,I don't know,I am not sure,No,No,I don't know,Somewhat easy,No,No,Maybe,Maybe,Maybe,Yes,Yes,Yes
432,34,Male,United Kingdom,0,No,1,,100-500,Sometimes,1.0,I don't know,,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,No,Maybe,Yes,No
433,27,male,United States of America,1,No,0,,,Sometimes,,,,,,,,,,,,No,No,,
434,39,Male,United Kingdom,0,No,0,,100-500,Sometimes,1.0,No,,No,No,Yes,I don't know,Maybe,No,Maybe,No,Maybe,Maybe,I don't know,No
435,27,Male,United Kingdom,0,No,0,,100-500,Sometimes,1.0,I don't know,,I don't know,I don't know,I don't know,Somewhat easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
436,31,Male,Czech Republic,0,No,1,,500-1000,Sometimes,1.0,No,No,No,No,I don't know,Somewhat easy,No,No,Maybe,Yes,No,Yes,I don't know,No
437,26,Male,United Kingdom,0,No,0,,26-100,Never,0.0,No,No,No,No,I don't know,Somewhat difficult,Maybe,No,No,Yes,No,Maybe,No,Yes
438,44,male,United States of America,0,Yes,1,,26-100,Always,1.0,Yes,No,No,I don't know,Yes,Neither easy nor difficult,Maybe,Maybe,Yes,Maybe,Maybe,Maybe,I don't know,No
439,27,male,United States of America,0,No,0,,100-500,Sometimes,1.0,Yes,No,I don't know,No,I don't know,Neither easy nor difficult,Maybe,No,Maybe,Maybe,No,No,I don't know,No
440,57,Female,United States of America,0,Yes,1,,100-500,Sometimes,0.0,Yes,I am not sure,No,No,I don't know,Somewhat easy,No,No,Maybe,Yes,No,No,I don't know,No
441,34,m,United States of America,1,I don't know,0,1-25%,,Sometimes,,,,,,,,,,,,Maybe,Yes,,
442,38,Male,United States of America,1,Yes,1,1-25%,,Sometimes,,,,,,,,,,,,No,Maybe,,
443,55,Male,United States of America,1,I don't know,1,26-50%,,Always,,,,,,,,,,,,Maybe,Maybe,,
444,28,male,Costa Rica,1,Yes,1,51-75%,,Sometimes,,,,,,,,,,,,No,No,,
445,35,Male,United States of America,0,I don't know,1,,More than 1000,Never,0.0,I don't know,I am not sure,No,No,No,Neither easy nor difficult,Yes,No,No,Maybe,No,No,I don't know,No
446,26,Male,United States of America,0,I don't know,1,,100-500,Always,1.0,Yes,No,No,I don't know,I don't know,Somewhat difficult,Maybe,Maybe,Maybe,No,No,No,Yes,No
447,22,female,United States of America,0,No,0,,6-25,Never,1.0,I don't know,I am not sure,Yes,Yes,Yes,Very easy,No,No,Maybe,Yes,Maybe,Yes,Yes,No
448,31,Male,United States of America,0,No,0,,100-500,Sometimes,1.0,I don't know,I am not sure,No,I don't know,I don't know,Somewhat easy,Maybe,Maybe,Maybe,Maybe,No,No,I don't know,No
449,31,male,United Kingdom,0,No,1,,26-100,Never,1.0,I don't know,No,No,No,No,Somewhat difficult,Maybe,Maybe,No,No,No,Maybe,I don't know,No
450,40,Male,Germany,1,No,0,,,Sometimes,,,,,,,,,,,,No,No,,
451,26,m,United States of America,0,No,1,,More than 1000,Sometimes,0.0,Yes,Yes,No,Yes,Yes,Neither easy nor difficult,Maybe,No,Maybe,Yes,No,Maybe,No,No
452,36,M,United States of America,0,Yes,1,,1-5,Sometimes,1.0,No,,No,No,No,Very difficult,Yes,No,No,No,No,No,I don't know,No
453,33,Male,United States of America,0,Yes,1,,26-100,Sometimes,1.0,Yes,Yes,No,No,Yes,Somewhat easy,No,No,Yes,Yes,No,Yes,Yes,No
454,24,F,United States of America,0,Yes,1,,500-1000,Sometimes,1.0,Yes,I am not sure,Yes,No,I don't know,Very easy,No,No,Yes,Yes,No,Maybe,I don't know,No
455,22,male,Vietnam,0,Yes,0,,6-25,Sometimes,1.0,No,No,No,No,I don't know,Very easy,Maybe,Maybe,No,Maybe,No,No,No,No
456,33,male,United States of America,0,Yes,1,,6-25,Always,1.0,Yes,Yes,No,Yes,I don't know,Somewhat difficult,No,No,Maybe,Yes,No,No,Yes,No
457,37,f,United States of America,0,No,1,,More than 1000,Sometimes,1.0,Yes,No,No,I don't know,I don't know,Somewhat easy,Maybe,Maybe,Maybe,Maybe,No,Yes,No,No
458,29,Male,United States of America,0,No,0,,6-25,Always,1.0,Yes,I am not sure,No,I don't know,I don't know,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
459,38,Male,United States of America,0,I don't know,1,,1-5,Sometimes,0.0,Not eligible for coverage / N/A,,Yes,No,Yes,Neither easy nor difficult,No,No,Yes,Yes,No,Maybe,Yes,No
460,33,m,United States of America,0,Yes,0,,1-5,Sometimes,1.0,No,,No,No,I don't know,Neither easy nor difficult,Maybe,Maybe,No,No,No,No,I don't know,No
461,44,Female,Canada,0,Yes,1,,1-5,Always,1.0,I don't know,I am not sure,No,No,I don't know,Neither easy nor difficult,Yes,Yes,No,No,No,No,No,No
462,23,Male,United States of America,0,Yes,1,,6-25,Sometimes,0.0,Yes,I am not sure,No,No,I don't know,Somewhat easy,No,No,Maybe,Yes,No,Maybe,I don't know,No
463,30,M,United States of America,1,No,0,,,Sometimes,,,,,,,,,,,,No,Maybe,,
464,30,Man,United States of America,0,I don't know,1,,More than 1000,Never,0.0,I don't know,No,No,No,I don't know,Very difficult,Yes,No,No,No,No,Maybe,No,No
465,28,male,United States of America,0,No,0,,26-100,Sometimes,1.0,Yes,No,No,No,I don't know,Neither easy nor difficult,No,No,Yes,Yes,No,Maybe,I don't know,No
466,39,male,United States of America,0,I don't know,0,,26-100,Never,1.0,Yes,Yes,No,No,No,Somewhat easy,No,No,Maybe,Maybe,No,Maybe,No,No
467,24,Female,United States of America,0,Yes,1,,6-25,Never,1.0,No,No,No,No,I don't know,Somewhat difficult,Yes,No,No,No,No,Yes,I don't know,No
468,27,Male,United Kingdom,1,Yes,1,1-25%,,Always,,,,,,,,,,,,No,Maybe,,
469,35,Male,United States of America,0,Yes,1,,More than 1000,Sometimes,0.0,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,No,No,Maybe,Yes,No,Yes,Yes,No
470,23,Male,United States of America,0,Yes,0,,6-25,Never,1.0,No,No,No,I don't know,I don't know,Neither easy nor difficult,No,No,Yes,Yes,Maybe,Maybe,I don't know,No
471,37,M,United States of America,0,Yes,0,,More than 1000,Sometimes,0.0,Yes,I am not sure,I don't know,Yes,Yes,Very easy,No,No,Maybe,Yes,Maybe,Maybe,I don't know,No
472,35,Male,United States of America,0,No,0,,6-25,Sometimes,1.0,Yes,I am not sure,No,No,I don't know,Somewhat easy,No,No,Maybe,Yes,Maybe,Maybe,I don't know,No
473,27,Male,United States of America,0,I don't know,0,,26-100,Sometimes,0.0,Yes,Yes,No,No,Yes,Neither easy nor difficult,No,No,Maybe,Maybe,Maybe,Yes,Yes,No
474,27,Female,United States of America,0,Yes,0,,1-5,Always,1.0,I don't know,I am not sure,No,No,I don't know,Very easy,No,No,Maybe,Maybe,Maybe,Maybe,Yes,No
475,27,Female,United States of America,0,No,0,,More than 1000,Never,1.0,Yes,I am not sure,No,Yes,I don't know,Somewhat difficult,Maybe,No,No,No,No,No,I don't know,No
476,42,m,United States of America,0,Yes,1,,6-25,Sometimes,1.0,I don't know,I am not sure,No,No,I don't know,Somewhat easy,Maybe,Maybe,No,No,No,No,I don't know,No
477,32,Sex is male,United States of America,0,Yes,0,,6-25,Never,0.0,Yes,I am not sure,No,No,Yes,Somewhat difficult,Maybe,Maybe,No,Maybe,No,No,No,No
478,26,Male,Finland,0,Yes,1,,6-25,Sometimes,1.0,I don't know,I am not sure,No,No,I don't know,I don't know,No,No,Maybe,Maybe,Maybe,Maybe,I don't know,No
479,28,Male,Bulgaria,0,No,0,,100-500,Never,1.0,I don't know,No,No,I don't know,I don't know,Neither easy nor difficult,Yes,No,No,No,No,Maybe,I don't know,No
480,28,M,United States of America,0,No,0,,6-25,Sometimes,1.0,I don't know,No,No,No,I don't know,I don't know,Yes,No,No,No,No,Yes,I don't know,No
481,32,Male,United States of America,0,Yes,1,,100-500,Sometimes,1.0,Yes,No,No,Yes,Yes,I don't know,Maybe,No,No,No,No,Maybe,I don't know,No
482,43,male,United States of America,1,I don't know,0,1-25%,,Always,,,,,,,,,,,,No,Yes,,
483,34,Male,United States of America,0,I don't know,1,,26-100,Never,1.0,Yes,I am not sure,Yes,Yes,I don't know,Neither easy nor difficult,Maybe,No,Maybe,Maybe,Maybe,Yes,No,No
484,61,f,United States of America,0,No,1,,6-25,Sometimes,1.0,I don't know,I am not sure,No,I don't know,No,Neither easy nor difficult,Maybe,Maybe,No,Maybe,Maybe,Maybe,I don't know,No
485,50,Male,United States of America,1,Yes,0,,,Always,,,,,,,,,,,,No,Maybe,,
486,38,Male,India,1,Yes,1,51-75%,,Sometimes,,,,,,,,,,,,No,No,,
487,51,m,Germany,0,Yes,1,,6-25,Sometimes,0.0,Not eligible for coverage / N/A,I am not sure,I don't know,I don't know,I don't know,I don't know,Yes,Maybe,Maybe,Maybe,Yes,Yes,No,Yes
488,38,male,Ireland,1,No,1,1-25%,,Sometimes,,,,,,,,,,,,Yes,Yes,,
489,34,male,United States of America,0,Yes,1,,500-1000,Always,1.0,I don't know,I am not sure,I don't know,I don't know,I don't know,Very easy,No,No,Yes,Yes,Maybe,Yes,Yes,No
490,43,Male,United States of America,0,No,1,,6-25,Always,1.0,No,,No,No,I don't know,Somewhat difficult,Maybe,Maybe,Yes,Maybe,Maybe,Maybe,No,No
491,43,Female,United States of America,0,No,0,,100-500,Sometimes,1.0,Yes,No,No,Yes,I don't know,Somewhat difficult,Yes,No,No,Maybe,No,Maybe,I don't know,No
492,44,Male,United States of America,0,Yes,1,,6-25,Always,1.0,No,I am not sure,Yes,No,I don't know,Somewhat difficult,Maybe,No,No,Maybe,No,No,I don't know,No
493,35,m,United States of America,0,I don't know,1,,100-500,Sometimes,1.0,I don't know,No,No,I don't know,I don't know,Very easy,Maybe,No,Maybe,Maybe,No,No,I don't know,No
494,50,Male,United States of America,0,No,0,,26-100,Always,1.0,Yes,Yes,No,I don't know,I don't know,Very easy,No,No,Maybe,Yes,Maybe,Yes,Yes,No
495,29,Male,United States of America,0,No,1,,100-500,Sometimes,1.0,Yes,Yes,No,No,Yes,Very difficult,Maybe,No,Maybe,Yes,Maybe,Yes,I don't know,No
496,29,Male,United States of America,0,Yes,1,,100-500,Never,1.0,Yes,Yes,Yes,No,I don't know,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
497,36,Male,Canada,0,I don't know,0,,500-1000,Sometimes,0.0,Yes,No,No,I don't know,I don't know,Very easy,Maybe,Maybe,Yes,Yes,Maybe,Maybe,Yes,No
498,33,Male,Australia,1,Yes,0,26-50%,,Sometimes,,,,,,,,,,,,Maybe,No,,
499,50,Male,Australia,1,No,1,1-25%,,Sometimes,,,,,,,,,,,,No,No,,
500,46,Male,United States of America,0,No,1,,More than 1000,Always,1.0,I don't know,I am not sure,No,I don't know,I don't know,I don't know,Maybe,Maybe,No,No,No,No,No,No
501,44,Female,New Zealand,1,Yes,1,,,Always,,,,,,,,,,,,No,Maybe,,
502,23,none of your business,United States of America,0,Yes,1,,More than 1000,Sometimes,1.0,Yes,I am not sure,No,I don't know,No,Very difficult,Yes,Maybe,Maybe,No,No,Maybe,No,Yes
503,41,Male,United States of America,0,I don't know,1,,6-25,Sometimes,1.0,I don't know,I am not sure,No,No,I don't know,Neither easy nor difficult,Maybe,No,Maybe,Yes,No,Maybe,No,No
504,31,male,Canada,0,No,0,,More than 1000,Sometimes,1.0,Yes,No,Yes,I don't know,I don't know,Somewhat easy,No,Maybe,Maybe,Yes,No,No,I don't know,No
505,55,male,United States of America,0,Yes,1,,1-5,Sometimes,1.0,No,Yes,No,No,No,Very difficult,Yes,No,No,No,No,Maybe,No,Yes
506,34,M,United States of America,0,No,0,,26-100,Sometimes,1.0,No,,No,No,I don't know,Very difficult,Yes,Maybe,Maybe,No,No,No,No,No
507,28,Female,United States of America,0,Yes,1,,6-25,Always,1.0,Yes,Yes,No,No,I don't know,Somewhat difficult,No,No,Yes,Yes,Maybe,Yes,Yes,No
508,33,m,United States of America,0,Yes,1,,6-25,Sometimes,1.0,Yes,No,No,No,I don't know,Very difficult,No,No,Maybe,Maybe,No,Maybe,I don't know,No
509,29,Male,United States of America,0,Yes,1,,100-500,Sometimes,1.0,Yes,No,No,Yes,No,Neither easy nor difficult,Yes,Yes,Maybe,No,No,No,No,Yes
510,33,Female,United States of America,0,Yes,1,,More than 1000,Sometimes,0.0,Yes,I am not sure,Yes,Yes,Yes,Somewhat difficult,No,No,Maybe,Yes,No,Maybe,Yes,No
511,28,male,United States of America,1,I don't know,0,,,Sometimes,,,,,,,,,,,,Maybe,Yes,,
512,28,male,United States of America,0,Yes,1,,More than 1000,Sometimes,1.0,Yes,Yes,Yes,Yes,I don't know,I don't know,Maybe,No,No,Maybe,No,Yes,I don't know,No
513,32,Male,United States of America,0,Yes,1,,26-100,Sometimes,1.0,Yes,No,Yes,Yes,I don't know,I don't know,No,No,Yes,Yes,No,No,Yes,No
514,36,female,United States of America,0,Yes,1,,6-25,Never,1.0,Yes,Yes,No,No,I don't know,Neither easy nor difficult,No,No,No,Maybe,No,Yes,I don't know,No
515,45,Male,United Kingdom,0,No,0,,More than 1000,Sometimes,0.0,I don't know,I am not sure,Yes,I don't know,Yes,Somewhat easy,Yes,No,No,No,No,Yes,I don't know,No
516,29,M,United Kingdom,1,No,0,,,Always,,,,,,,,,,,,Maybe,Yes,,
517,23,Male,France,0,No,0,,More than 1000,Never,0.0,No,No,Yes,Yes,I don't know,Somewhat easy,Maybe,No,No,No,Yes,Yes,I don't know,No
518,54,Female,Canada,1,Yes,1,1-25%,,Always,,,,,,,,,,,,Maybe,Maybe,,
519,61,F,United States of America,1,Yes,1,1-25%,,Sometimes,,,,,,,,,,,,No,Maybe,,
520,29,Female,United States of America,0,Yes,1,,26-100,Sometimes,1.0,I don't know,I am not sure,No,No,I don't know,I don't know,Yes,Yes,No,No,No,No,No,No
521,31,Male,Australia,0,I don't know,1,,26-100,Sometimes,1.0,Not eligible for coverage / N/A,,No,I don't know,I don't know,Neither easy nor difficult,Maybe,No,No,Maybe,No,Yes,I don't know,No
522,37,M,United States of America,1,No,0,1-25%,,Always,,,,,,,,,,,,No,No,,
523,29,Male,Germany,0,Yes,1,,6-25,Never,1.0,No,No,No,No,No,Somewhat difficult,Yes,Maybe,No,No,No,Maybe,I don't know,Yes
524,28,Male,United Kingdom,1,No,0,1-25%,,Always,,,,,,,,,,,,No,Maybe,,
525,30,Male,United Kingdom,0,No,1,,26-100,Sometimes,1.0,I don't know,I am not sure,No,No,Yes,Somewhat easy,No,No,Maybe,Maybe,Maybe,Yes,I don't know,No
526,55,Male,United Kingdom,0,No,1,,More than 1000,Always,1.0,Yes,I am not sure,Yes,Yes,Yes,Somewhat easy,No,No,Yes,Yes,No,No,Yes,No
527,38,Female,United States of America,0,Yes,1,,6-25,Never,0.0,I don't know,No,No,No,I don't know,Neither easy nor difficult,Maybe,Maybe,Maybe,Yes,No,No,I don't know,No
528,20,male,Canada,0,I don't know,0,,6-25,Sometimes,1.0,I don't know,I am not sure,No,I don't know,Yes,Somewhat easy,Yes,No,No,No,No,Yes,I don't know,No
529,25,Male,United States of America,0,Yes,1,,100-500,Sometimes,1.0,No,Yes,No,I don't know,I don't know,Neither easy nor difficult,No,No,No,Maybe,Yes,Yes,I don't know,No
530,22,Male,Spain,1,I don't know,0,26-50%,,Always,,,,,,,,,,,,No,Maybe,,
531,35,Male,United Kingdom,1,No,1,26-50%,,Sometimes,,,,,,,,,,,,Maybe,Maybe,,
532,27,male,United States of America,0,I don't know,1,,26-100,Never,0.0,I don't know,No,No,No,I don't know,Very difficult,Maybe,No,No,No,No,Maybe,No,No
533,24,Male,United States of America,0,Yes,1,,6-25,Sometimes,0.0,No,,No,No,I don't know,Somewhat easy,Maybe,Maybe,No,Yes,Maybe,Maybe,I don't know,No
534,39,Male,Australia,1,No,1,1-25%,,Always,,,,,,,,,,,,Maybe,Maybe,,
535,29,Male,Brazil,0,I don't know,0,,26-100,Never,0.0,I don't know,I am not sure,No,No,I don't know,Neither easy nor difficult,No,No,No,No,No,Maybe,Yes,No
536,40,Female,United States of America,0,Yes,1,,26-100,Never,1.0,No,I am not sure,No,No,I don't know,Somewhat easy,Yes,No,Maybe,Yes,No,No,Yes,No
537,30,Male,United States of America,0,Yes,1,,1-5,Always,1.0,No,No,No,No,No,Somewhat difficult,Maybe,No,No,No,No,No,I don't know,No
538,32,Male,Canada,0,No,0,,26-100,Sometimes,1.0,Yes,No,No,No,I don't know,Somewhat easy,Maybe,No,Yes,Yes,No,No,No,No
539,34,m,Germany,1,I don't know,0,1-25%,,Sometimes,,,,,,,,,,,,No,Maybe,,
540,35,F,Canada,0,No,1,,6-25,Sometimes,1.0,Yes,I am not sure,I don't know,I don't know,Yes,Very easy,No,No,Maybe,Maybe,Yes,Yes,Yes,No
541,30,Male,United States of America,1,Yes,0,26-50%,,Sometimes,,,,,,,,,,,,No,Maybe,,
542,36,Male,United Kingdom,0,Yes,1,,6-25,Never,1.0,No,No,No,No,I don't know,I don't know,Maybe,No,Maybe,No,No,Maybe,No,No
543,26,male,Sweden,0,I don't know,0,,26-100,Sometimes,1.0,I don't know,No,I don't know,No,I don't know,Neither easy nor difficult,No,No,Maybe,Maybe,Maybe,Yes,Yes,No
544,31,Female,Netherlands,0,Yes,1,,500-1000,Never,0.0,I don't know,I am not sure,Yes,I don't know,I don't know,Somewhat easy,Maybe,No,Yes,No,Maybe,No,I don't know,No
545,33,Male,South Africa,0,Yes,0,,26-100,Never,0.0,Not eligible for coverage / N/A,,Yes,Yes,Yes,Very easy,No,No,No,Yes,Maybe,Yes,Yes,No
546,30,Male,United Kingdom,1,Yes,1,1-25%,,Sometimes,,,,,,,,,,,,Maybe,Yes,,
547,46,m,United Kingdom,0,No,1,,26-100,Always,1.0,I don't know,I am not sure,No,No,I don't know,Somewhat easy,Maybe,Maybe,No,No,Maybe,Maybe,No,No
548,32,Male,United States of America,0,Yes,1,,100-500,Sometimes,1.0,No,No,No,Yes,I don't know,Neither easy nor difficult,Maybe,No,Yes,Yes,Maybe,Yes,I don't know,No
549,34,male,United States of America,0,No,0,,100-500,Sometimes,1.0,Yes,I am not sure,I don't know,Yes,I don't know,Very easy,Maybe,No,Maybe,Maybe,No,No,I don't know,No
550,41,male,United States of America,0,Yes,1,,100-500,Always,1.0,I don't know,I am not sure,No,I don't know,I don't know,Somewhat easy,No,No,Maybe,Maybe,Maybe,Maybe,I don't know,No
551,32,Male,United States of America,0,No,0,,100-500,Always,1.0,I don't know,I am not sure,No,I don't know,I don't know,Very easy,No,No,Yes,Yes,Maybe,Yes,Yes,No
552,47,Male,United States of America,0,Yes,1,,More than 1000,Sometimes,0.0,Yes,No,I don't know,Yes,I don't know,Somewhat difficult,Maybe,Maybe,No,No,No,No,I don't know,No
553,29,male,United States of America,0,Yes,0,,100-500,Always,1.0,I don't know,No,No,I don't know,I don't know,Very easy,No,No,No,No,No,No,Yes,No
554,36,male,United States of America,0,I don't know,1,,100-500,Sometimes,0.0,Yes,I am not sure,Yes,I don't know,I don't know,I don't know,Maybe,No,Yes,Maybe,Maybe,Maybe,I don't know,No
555,32,Male,United States of America,0,Yes,1,,100-500,Sometimes,1.0,No,Yes,No,No,I don't know,Somewhat difficult,Yes,No,Maybe,No,No,Maybe,No,No
556,29,Male,United States of America,0,Yes,1,,100-500,Sometimes,1.0,I don't know,No,No,I don't know,I don't know,Neither easy nor difficult,No,No,Maybe,Yes,No,Maybe,I don't know,No
557,22,Male,United Kingdom,0,No,0,,1-5,Never,1.0,Not eligible for coverage / N/A,,No,No,I don't know,Very easy,No,No,Yes,Yes,No,Maybe,Yes,No
558,32,female,United States of America,0,Yes,1,,More than 1000,Sometimes,1.0,Yes,Yes,No,No,Yes,Very easy,Yes,No,No,No,No,No,No,Yes
